PPID,PID,Process Name,Process Command Line,Process Path,Process SHA-256 Hash,Process State,Win32 First Seen,Win32 Last Seen,Sysmon Event ID,Sysmon Create Time,Sysmon Terminate Time,Connection State,Connection Start Time,Connection Terminate Time, IP Address,FQDN,Source Port,Destination Port,Transport Protocol
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:17","2026-02-15 11:45:17","224.0.0.252","","64233","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:17","2026-02-15 11:45:17","224.0.0.252","","56864","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","ff02:0:0:0:0:0:1:3","","52948","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","ff02:0:0:0:0:0:1:3","","52726","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","ff02:0:0:0:0:0:1:3","","49723","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","224.0.0.252","","52726","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","224.0.0.252","","52948","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","224.0.0.252","","49723","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","172.21.1.128","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","ff02:0:0:0:0:0:0:fb","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","172.21.1.128","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:27","2026-02-15 11:45:27","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:28","2026-02-15 11:45:28","ff02:0:0:0:0:0:1:3","","49723","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:28","2026-02-15 11:45:28","224.0.0.252","","52948","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:28","2026-02-15 11:45:28","224.0.0.252","","52726","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:28","2026-02-15 11:45:28","224.0.0.252","","49723","5355","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:32","2026-02-15 11:45:38","","","55870","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:32","2026-02-15 11:45:38","","","55870","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:39","2026-02-15 11:45:49","","","52185","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:39","2026-02-15 11:45:39","","","52426","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:39","2026-02-15 11:45:39","","","55911","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:39","2026-02-15 11:45:49","","","52185","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:39","2026-02-15 11:45:39","","","52426","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:39","2026-02-15 11:45:39","","","55911","","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","146.70.232.227","","55870","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","2a02:a302:0:1:0:0:0:10","","52185","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","146.70.232.229","","55870","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","2a02:a302:0:1:0:0:0:100","","52185","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","146.70.232.227","","55870","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","ff02:0:0:0:0:0:0:fb","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","ff02:0:0:0:0:0:1:3","","55911","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","224.0.0.252","","55911","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:40","2026-02-15 11:45:40","224.0.0.252","","52426","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","ff02:0:0:0:0:0:1:3","","55911","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","224.0.0.252","","55911","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","172.21.1.128","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","ff02:0:0:0:0:0:0:fb","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","ff02:0:0:0:0:0:0:fb","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","224.0.0.252","","52426","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:41","2026-02-15 11:45:41","192.168.0.1","","52185","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:43","2026-02-15 11:45:43","2a02:a302:0:1:0:0:0:10","","52185","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:43","2026-02-15 11:45:43","2a02:a302:0:1:0:0:0:100","","52185","53","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:50","2026-02-15 11:45:50","","","58429","","UDP"
"","2944","  +- [connection]","","","","","","","","","","ENDED","2026-02-15 11:45:50","2026-02-15 11:45:50","","","58429","","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:51","2026-02-15 11:45:51","ff02:0:0:0:0:0:1:3","","58429","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:45:51","2026-02-15 11:45:51","224.0.0.252","","58429","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","146.70.232.227","","52677","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","2a02:a302:0:1:0:0:0:10","","55306","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","224.0.0.251","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","172.21.1.128","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","ff02:0:0:0:0:0:0:fb","","5353","5353","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","146.70.232.227","","52677","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","2a02:a302:0:1:0:0:0:100","","55306","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","ff02:0:0:0:0:0:1:3","","49736","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","224.0.0.252","","49736","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:41","2026-02-15 11:46:41","224.0.0.252","","61114","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:42","2026-02-15 11:46:42","192.168.0.1","","55306","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:43","2026-02-15 11:46:43","146.70.232.227","","52677","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:43","2026-02-15 11:46:43","2a02:a302:0:1:0:0:0:10","","56142","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:43","2026-02-15 11:46:43","2a02:a302:0:1:0:0:0:10","","62601","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","2a02:a302:0:1:0:0:0:10","","55306","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","2a02:a302:0:1:0:0:0:10","","58861","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","2a02:a302:0:1:0:0:0:10","","54347","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","2a02:a302:0:1:0:0:0:10","","64005","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","2a02:a302:0:1:0:0:0:100","","64005","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","ff02:0:0:0:0:0:1:3","","61469","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","224.0.0.252","","61469","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","224.0.0.252","","57107","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","ff02:0:0:0:0:0:1:3","","53307","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","224.0.0.252","","53307","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:44","2026-02-15 11:46:44","224.0.0.252","","51322","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:45","2026-02-15 11:46:45","192.168.0.1","","64005","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:52","2026-02-15 11:46:52","ff02:0:0:0:0:0:1:3","","62893","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:52","2026-02-15 11:46:52","224.0.0.252","","62893","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:55","2026-02-15 11:46:55","ff02:0:0:0:0:0:1:3","","56010","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:55","2026-02-15 11:46:55","ff02:0:0:0:0:0:1:3","","55632","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:55","2026-02-15 11:46:55","224.0.0.252","","56010","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:55","2026-02-15 11:46:55","224.0.0.252","","55632","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:57","2026-02-15 11:46:57","2a02:a302:0:1:0:0:0:10","","62372","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:57","2026-02-15 11:46:57","2a02:a302:0:1:0:0:0:10","","50518","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:57","2026-02-15 11:46:57","146.70.232.229","","52677","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:57","2026-02-15 11:46:57","2a02:a302:0:1:0:0:0:100","","50518","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:57","2026-02-15 11:46:57","2a02:a302:0:1:0:0:0:100","","62372","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:58","2026-02-15 11:46:58","146.70.232.227","","54059","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:58","2026-02-15 11:46:58","2a02:a302:0:1:0:0:0:10","","54374","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:58","2026-02-15 11:46:58","2a02:a302:0:1:0:0:0:100","","54374","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:58","2026-02-15 11:46:58","146.70.232.229","","54059","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","ff02:0:0:0:0:0:1:3","","64068","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","224.0.0.252","","64068","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","224.0.0.252","","65404","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","ff02:0:0:0:0:0:1:3","","56537","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","224.0.0.252","","56537","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","224.0.0.252","","53957","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:46:59","2026-02-15 11:46:59","192.168.0.1","","54374","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","146.70.232.227","","56401","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","146.70.232.229","","56401","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","224.0.0.252","","63387","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","146.70.232.227","","61865","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","2a02:a302:0:1:0:0:0:10","","53741","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","2a02:a302:0:1:0:0:0:10","","54525","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","146.70.232.229","","61865","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","2a02:a302:0:1:0:0:0:100","","54525","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","2a02:a302:0:1:0:0:0:100","","53741","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","ff02:0:0:0:0:0:1:3","","55770","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","224.0.0.252","","55770","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:01","2026-02-15 11:47:01","146.70.232.229","","61865","53","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:02","2026-02-15 11:47:02","146.70.232.227","","61353","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:02","2026-02-15 11:47:02","2a02:a302:0:1:0:0:0:10","","61465","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:02","2026-02-15 11:47:02","2a02:a302:0:1:0:0:0:100","","61465","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:02","2026-02-15 11:47:02","146.70.232.229","","61353","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:02","2026-02-15 11:47:02","ff02:0:0:0:0:0:1:3","","55770","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:02","2026-02-15 11:47:02","224.0.0.252","","55770","5355","UDP"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:03","2026-02-15 11:47:03","146.70.232.227","","49541","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:03","2026-02-15 11:47:03","2a02:a302:0:1:0:0:0:10","","51614","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:03","2026-02-15 11:47:03","2a02:a302:0:1:0:0:0:10","","57971","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:03","2026-02-15 11:47:03","146.70.232.229","","49541","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:03","2026-02-15 11:47:03","2a02:a302:0:1:0:0:0:100","","57971","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:03","2026-02-15 11:47:03","2a02:a302:0:1:0:0:0:100","","51614","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:04","2026-02-15 11:47:04","146.70.232.227","","63966","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:04","2026-02-15 11:47:04","2a02:a302:0:1:0:0:0:10","","62850","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:04","2026-02-15 11:47:04","2a02:a302:0:1:0:0:0:100","","62850","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:05","2026-02-15 11:47:05","ff02:0:0:0:0:0:1:3","","49921","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:05","2026-02-15 11:47:05","224.0.0.252","","49921","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:05","2026-02-15 11:47:05","224.0.0.252","","56246","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:05","2026-02-15 11:47:05","192.168.0.1","","62850","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:09","2026-02-15 11:47:09","ff02:0:0:0:0:0:1:3","","62985","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:09","2026-02-15 11:47:09","ff02:0:0:0:0:0:1:3","","59611","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:09","2026-02-15 11:47:09","ff02:0:0:0:0:0:1:3","","57162","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:09","2026-02-15 11:47:09","224.0.0.252","","62985","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:09","2026-02-15 11:47:09","224.0.0.252","","57162","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:09","2026-02-15 11:47:09","224.0.0.252","","59611","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:15","2026-02-15 11:47:15","2a02:a302:0:1:0:0:0:10","","56234","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:15","2026-02-15 11:47:15","2a02:a302:0:1:0:0:0:10","","49286","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:15","2026-02-15 11:47:15","146.70.232.229","","63966","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:15","2026-02-15 11:47:15","2a02:a302:0:1:0:0:0:100","","56234","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:15","2026-02-15 11:47:15","2a02:a302:0:1:0:0:0:100","","49286","53","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:16","2026-02-15 11:47:16","ff02:0:0:0:0:0:1:3","","56396","5355","udp"
"","2944","  +- [connection]","","","","","","","3","","","ATTEMPTED","2026-02-15 11:47:16","2026-02-15 11:47:16","224.0.0.252","","56396","5355","udp"
"2708","2952","NgcIso.exe","","","","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3004","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog","C:\WINDOWS\System32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"","3004","  +- [connection]","","","","","","","","","","LISTENING","2026-02-15 11:39:04","","","","49666","","TCP"
"","3004","  +- [connection]","","","","","","","","","","LISTENING","2026-02-15 11:39:04","","","","49666","","TCP"
"1316","2392","svchost.exe","C:\WINDOWS\system32\svchost.exe -k UserProfileService -p -s ProfSvc","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","2628","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3168","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder","C:\WINDOWS\System32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3196","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s FontCache","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"4","3220","Memory Compression.exe","","","","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3316","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3332","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"","3332","  +- [connection]","","","","","","","","","","LISTENING","2026-02-15 11:39:04","","","","49667","","TCP"
"","3332","  +- [connection]","","","","","","","","","","LISTENING","2026-02-15 11:39:04","","","","49667","","TCP"
"1316","3376","svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UserManager","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3412","svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p -s HNS","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3428","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3688","svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\WINDOWS\System32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
"1316","3704","svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p","C:\WINDOWS\system32\svchost.exe","44fd6f9347ceed5798a25c47167f335ef085ae4648a81f775dd4bdc6240d8189","Running","2026-02-15 11:38:58","2026-02-15 11:47:20","","","","","","","","","","",""
